2,1,1638205954138483
0,1,1638205954138372
3,1,1638205954138574
1,1,1638205954138475
0,2,1638205954138852
1,2,1638205954138929
2,2,1638205954138966
3,2,1638205954139020
0,3,1638205954139297
3,3,1638205954139370
1,3,1638205954139290
2,3,1638205954139313
1,4,1638205954139697
2,4,1638205954139707
0,4,1638205954139628
3,4,1638205954139784
0,5,1638205954140049
3,5,1638205954140211
1,5,1638205954140119
2,5,1638205954140148
1,6,1638205954140534
2,6,1638205954140565
0,6,1638205954140465
3,6,1638205954140613
1,7,1638205954140930
2,7,1638205954140935
0,7,1638205954140889
3,7,1638205954141019
2,8,1638205954141297
1,8,1638205954141288
0,8,1638205954141285
3,8,1638205954141419
2,9,1638205954141741
0,9,1638205954141702
3,9,1638205954141835
1,9,1638205954141729
2,10,1638205954142191
0,10,1638205954142091
3,10,1638205954142277
1,10,1638205954142136
2,11,1638205954142649
1,11,1638205954142643
0,11,1638205954142541
3,11,1638205954142830
2,12,1638205954143129
0,12,1638205954143118
3,12,1638205954143227
1,12,1638205954143107
2,13,1638205954143566
0,13,1638205954143499
3,13,1638205954143954
1,13,1638205954143844
1,14,1638205954144215
2,14,1638205954144264
0,14,1638205954144202
3,14,1638205954144322
1,15,1638205954144599
0,15,1638205954144587
2,15,1638205954144634
3,15,1638205954144674
2,16,1638205954144970
1,16,1638205954144956
0,16,1638205954144932
3,16,1638205954145079
1,17,1638205954145357
2,17,1638205954145379
0,17,1638205954145376
3,17,1638205954145455
1,18,1638205954145756
2,18,1638205954145750
3,18,1638205954145876
0,18,1638205954145795
1,19,1638205954146222
2,19,1638205954146238
0,19,1638205954146139
3,19,1638205954146327
2,20,1638205954146666
1,20,1638205954146645
0,20,1638205954146602
3,20,1638205954146752
2,21,1638205954147076
1,21,1638205954147055
0,21,1638205954147049
3,21,1638205954147144
1,22,1638205954147653
2,22,1638205954147675
0,22,1638205954147434
3,22,1638205954147738
1,23,1638205954148021
2,23,1638205954148033
0,23,1638205954147988
3,23,1638205954148114
1,24,1638205954148454
2,24,1638205954148486
0,24,1638205954148392
3,24,1638205954148554
1,25,1638205954148822
2,25,1638205954148853
0,25,1638205954148837
3,25,1638205954148918
2,26,1638205954149256
0,26,1638205954149244
3,26,1638205954149346
1,26,1638205954149240
2,27,1638205954149752
1,27,1638205954149619
0,27,1638205954149639
3,27,1638205954149942
1,28,1638205954150217
2,28,1638205954150229
0,28,1638205954150201
3,28,1638205954150295
1,29,1638205954150595
2,29,1638205954150601
0,29,1638205954150556
3,29,1638205954150676
1,30,1638205954150988
0,30,1638205954150940
2,30,1638205954151012
3,30,1638205954151067
1,31,1638205954151362
2,31,1638205954151344
0,31,1638205954151321
3,31,1638205954151448
1,32,1638205954151755
2,32,1638205954151765
3,32,1638205954151834
0,32,1638205954151697
2,33,1638205954152134
1,33,1638205954152124
0,33,1638205954152081
3,33,1638205954152203
1,34,1638205954152492
2,34,1638205954152515
0,34,1638205954152489
3,34,1638205954152576
1,35,1638205954152866
2,35,1638205954152878
0,35,1638205954152883
3,35,1638205954152963
1,36,1638205954153236
2,36,1638205954153260
0,36,1638205954153267
3,36,1638205954153347
1,37,1638205954153623
2,37,1638205954153662
0,37,1638205954153635
3,37,1638205954153710
1,38,1638205954154053
2,38,1638205954154074
0,38,1638205954154040
3,38,1638205954154159
1,39,1638205954154487
2,39,1638205954154497
0,39,1638205954154427
3,39,1638205954154574
1,40,1638205954154852
2,40,1638205954154871
0,40,1638205954154877
3,40,1638205954154960
1,41,1638205954155238
2,41,1638205954155245
0,41,1638205954155217
3,41,1638205954155319
1,42,1638205954155623
0,42,1638205954155608
2,42,1638205954155635
3,42,1638205954155712
1,43,1638205954155980
2,43,1638205954155996
0,43,1638205954155983
3,43,1638205954156073
1,44,1638205954156338
2,44,1638205954156349
0,44,1638205954156333
3,44,1638205954156437
1,45,1638205954156707
2,45,1638205954156704
0,45,1638205954156696
3,45,1638205954156795
2,46,1638205954157074
0,46,1638205954157058
1,46,1638205954157081
3,46,1638205954157165
1,47,1638205954157446
0,47,1638205954157440
2,47,1638205954157463
3,47,1638205954157531
2,48,1638205954157830
1,48,1638205954157825
0,48,1638205954157813
3,48,1638205954157930
0,49,1638205954158217
1,49,1638205954158227
2,49,1638205954158242
3,49,1638205954158310
1,50,1638205954158571
2,50,1638205954158598
0,50,1638205954158604
3,50,1638205954158684
0,51,1638205954158955
1,51,1638205954158954
2,51,1638205954158978
3,51,1638205954159070
1,52,1638205954159345
0,52,1638205954159334
2,52,1638205954159363
3,52,1638205954159450
0,53,1638205954159709
1,53,1638205954159712
2,53,1638205954159734
3,53,1638205954159798
1,54,1638205954160060
2,54,1638205954160074
0,54,1638205954160080
3,54,1638205954160152
1,55,1638205954160413
2,55,1638205954160429
0,55,1638205954160411
3,55,1638205954160512
1,56,1638205954160817
2,56,1638205954160813
0,56,1638205954160794
3,56,1638205954160904
1,57,1638205954161173
2,57,1638205954161195
0,57,1638205954161172
3,57,1638205954161262
1,58,1638205954161523
2,58,1638205954161544
0,58,1638205954161524
3,58,1638205954161620
2,59,1638205954161897
0,59,1638205954161902
1,59,1638205954161896
3,59,1638205954161986
2,60,1638205954162305
0,60,1638205954162239
1,60,1638205954162314
3,60,1638205954162404
1,61,1638205954162668
2,61,1638205954162675
0,61,1638205954162670
3,61,1638205954162758
0,62,1638205954163038
1,62,1638205954163043
2,62,1638205954163070
3,62,1638205954163126
1,63,1638205954163388
2,63,1638205954163404
0,63,1638205954163377
3,63,1638205954163482
0,64,1638205954163776
3,64,1638205954163850
0,65,1638205954164110
3,65,1638205954164206
0,66,1638205954164459
3,66,1638205954164597
0,67,1638205954164862
3,67,1638205954164949
0,68,1638205954165189
3,68,1638205954165321
1,64,1638205954163766
2,64,1638205954163779
1,65,1638205954164116
2,65,1638205954164126
2,66,1638205954164537
1,66,1638205954164514
1,67,1638205954164843
2,67,1638205954164888
1,68,1638205954165221
2,68,1638205954165265
2,69,1638205954165639
1,69,1638205954165628
0,69,1638205954165568
3,69,1638205954165745
2,70,1638205954166060
0,70,1638205954166036
1,70,1638205954166049
3,70,1638205954166144
2,71,1638205954166441
1,71,1638205954166462
0,71,1638205954166405
3,71,1638205954166564
2,72,1638205954166852
1,72,1638205954166850
0,72,1638205954166813
3,72,1638205954166940
1,73,1638205954167215
2,73,1638205954167222
0,73,1638205954167232
3,73,1638205954167308
2,74,1638205954168788
0,74,1638205954167555
1,74,1638205954168788
3,74,1638205954168869
2,75,1638205954169134
1,75,1638205954169150
0,75,1638205954169129
3,75,1638205954169231
1,76,1638205954169500
2,76,1638205954169514
0,76,1638205954169505
3,76,1638205954169588
1,77,1638205954169848
2,77,1638205954169845
0,77,1638205954169842
3,77,1638205954169951
1,78,1638205954170227
2,78,1638205954170237
0,78,1638205954170194
3,78,1638205954170312
1,79,1638205954170560
2,79,1638205954170584
0,79,1638205954170578
3,79,1638205954170644
2,80,1638205954170913
1,80,1638205954170905
0,80,1638205954170879
3,80,1638205954170993
1,81,1638205954171240
2,81,1638205954171251
0,81,1638205954171244
3,81,1638205954171327
1,82,1638205954171592
0,82,1638205954171594
2,82,1638205954171615
3,82,1638205954171678
1,83,1638205954171979
2,83,1638205954171992
0,83,1638205954171918
3,83,1638205954172067
1,84,1638205954172362
2,84,1638205954172396
0,84,1638205954172313
3,84,1638205954172461
1,85,1638205954172735
2,85,1638205954172745
0,85,1638205954172754
3,85,1638205954172825
1,86,1638205954173107
2,86,1638205954173107
0,86,1638205954173081
3,86,1638205954173195
1,87,1638205954173453
2,87,1638205954173483
0,87,1638205954173437
3,87,1638205954173540
1,88,1638205954173816
2,88,1638205954173852
0,88,1638205954173802
3,88,1638205954173914
2,89,1638205954174256
1,89,1638205954174254
0,89,1638205954174153
3,89,1638205954174343
2,90,1638205954174647
1,90,1638205954174616
0,90,1638205954174597
3,90,1638205954174758
2,91,1638205954175059
1,91,1638205954175049
0,91,1638205954175008
3,91,1638205954175151
2,92,1638205954175438
1,92,1638205954175413
0,92,1638205954175431
3,92,1638205954175513
1,93,1638205954175817
2,93,1638205954175833
0,93,1638205954175806
3,93,1638205954175912
1,94,1638205954176222
2,94,1638205954176232
0,94,1638205954176224
3,94,1638205954176319
1,95,1638205954176629
2,95,1638205954176644
0,95,1638205954176587
3,95,1638205954176732
1,96,1638205954177022
2,96,1638205954177044
0,96,1638205954177038
3,96,1638205954177131
1,97,1638205954177421
2,97,1638205954177452
0,97,1638205954177422
3,97,1638205954177523
2,98,1638205954177801
1,98,1638205954177786
0,98,1638205954177799
3,98,1638205954177893
1,99,1638205954178207
2,99,1638205954178212
0,99,1638205954178178
3,99,1638205954178299
1,100,1638205954178575
2,100,1638205954178586
0,100,1638205954178584
3,100,1638205954178675
1,101,1638205954178935
2,101,1638205954178950
0,101,1638205954178948
3,101,1638205954179038
1,102,1638205954179323
2,102,1638205954179308
0,102,1638205954179324
3,102,1638205954179413
1,103,1638205954179674
2,103,1638205954179696
0,103,1638205954179682
3,103,1638205954179763
2,104,1638205954180026
1,104,1638205954180027
0,104,1638205954180023
3,104,1638205954180115
1,105,1638205954180391
2,105,1638205954180401
0,105,1638205954180395
3,105,1638205954180474
1,106,1638205954180726
2,106,1638205954180748
0,106,1638205954180729
3,106,1638205954180809
0,107,1638205954181077
1,107,1638205954181101
2,107,1638205954181095
3,107,1638205954181186
1,108,1638205954181453
2,108,1638205954181467
0,108,1638205954181449
3,108,1638205954181538
0,109,1638205954181805
2,109,1638205954181832
3,109,1638205954181889
1,109,1638205954181801
0,110,1638205954182154
1,110,1638205954182153
2,110,1638205954182175
3,110,1638205954182236
1,111,1638205954182601
2,111,1638205954182624
0,111,1638205954182504
3,111,1638205954182685
2,112,1638205954182971
1,112,1638205954182974
0,112,1638205954182932
3,112,1638205954183057
1,113,1638205954183312
0,113,1638205954183313
3,113,1638205954183402
2,113,1638205954183329
1,114,1638205954183669
3,114,1638205954183755
2,114,1638205954183701
0,114,1638205954183687
1,115,1638205954184039
2,115,1638205954184046
0,115,1638205954183992
3,115,1638205954184128
1,116,1638205954184394
0,116,1638205954184380
3,116,1638205954184482
2,116,1638205954184419
1,117,1638205954184756
2,117,1638205954184769
0,117,1638205954184749
3,117,1638205954184844
1,118,1638205954185112
2,118,1638205954185127
0,118,1638205954185072
3,118,1638205954185196
1,119,1638205954185456
2,119,1638205954185467
0,119,1638205954185451
3,119,1638205954185539
1,120,1638205954185799
2,120,1638205954185816
0,120,1638205954185798
3,120,1638205954185892
1,121,1638205954186154
2,121,1638205954186167
0,121,1638205954186146
3,121,1638205954186240
1,122,1638205954186529
0,122,1638205954186502
2,122,1638205954186564
3,122,1638205954186618
1,123,1638205954186883
2,123,1638205954186904
0,123,1638205954186857
3,123,1638205954186969
1,124,1638205954187238
2,124,1638205954187256
0,124,1638205954187235
3,124,1638205954187323
1,125,1638205954187615
2,125,1638205954187620
0,125,1638205954187577
3,125,1638205954187710
1,126,1638205954187982
2,126,1638205954188004
0,126,1638205954187984
3,126,1638205954188075
2,127,1638205954188374
1,127,1638205954188350
0,127,1638205954188346
3,127,1638205954188437
1,128,1638205954188754
2,128,1638205954188765
0,128,1638205954188679
3,128,1638205954188844
1,129,1638205954189131
2,129,1638205954189148
0,129,1638205954189107
3,129,1638205954189220
1,130,1638205954189485
2,130,1638205954189512
0,130,1638205954189498
3,130,1638205954189571
1,131,1638205954189836
2,131,1638205954189843
0,131,1638205954189825
3,131,1638205954189922
1,132,1638205954190204
2,132,1638205954190210
0,132,1638205954190186
3,132,1638205954190292
1,133,1638205954190549
2,133,1638205954190563
0,133,1638205954190546
3,133,1638205954190634
2,134,1638205954190932
1,134,1638205954190950
0,134,1638205954190895
3,134,1638205954191038
1,135,1638205954191322
2,135,1638205954191345
0,135,1638205954191265
3,135,1638205954191411
1,136,1638205954191678
2,136,1638205954191692
0,136,1638205954191679
3,136,1638205954191766
1,137,1638205954192046
2,137,1638205954192062
0,137,1638205954192033
3,137,1638205954192130
1,138,1638205954192445
2,138,1638205954192481
0,138,1638205954192384
3,138,1638205954192543
1,139,1638205954192824
2,139,1638205954192843
0,139,1638205954192786
3,139,1638205954192917
2,140,1638205954193209
1,140,1638205954193198
0,140,1638205954193169
3,140,1638205954193294
1,141,1638205954193562
2,141,1638205954193590
0,141,1638205954193572
3,141,1638205954193656
1,142,1638205954193943
2,142,1638205954193963
0,142,1638205954193898
3,142,1638205954194021
1,143,1638205954194290
2,143,1638205954194299
0,143,1638205954194264
3,143,1638205954194378
1,144,1638205954194656
2,144,1638205954194669
0,144,1638205954194637
3,144,1638205954194748
1,145,1638205954195010
2,145,1638205954195025
0,145,1638205954195001
3,145,1638205954195097
1,146,1638205954195363
2,146,1638205954195376
0,146,1638205954195368
3,146,1638205954195453
1,147,1638205954195715
2,147,1638205954195755
0,147,1638205954195691
3,147,1638205954195800
1,148,1638205954196060
2,148,1638205954196084
0,148,1638205954196044
3,148,1638205954196145
1,149,1638205954196409
2,149,1638205954196430
0,149,1638205954196389
3,149,1638205954196493
1,150,1638205954196762
2,150,1638205954196788
3,150,1638205954196850
0,150,1638205954196736
1,151,1638205954197117
2,151,1638205954197145
3,151,1638205954197202
0,151,1638205954197088
2,152,1638205954197573
1,152,1638205954197593
0,152,1638205954197447
3,152,1638205954197693
1,153,1638205954197958
0,153,1638205954197944
2,153,1638205954197982
3,153,1638205954198047
1,154,1638205954198312
0,154,1638205954198305
2,154,1638205954198365
3,154,1638205954198406
1,155,1638205954198667
2,155,1638205954198690
0,155,1638205954198674
3,155,1638205954198760
1,156,1638205954199031
2,156,1638205954199045
0,156,1638205954199025
3,156,1638205954199127
1,157,1638205954199415
2,157,1638205954199427
0,157,1638205954199393
3,157,1638205954199504
2,158,1638205954199800
1,158,1638205954199824
3,158,1638205954199909
0,158,1638205954199765
1,159,1638205954201452
2,159,1638205954201454
0,159,1638205954201343
3,159,1638205954201543
2,160,1638205954201827
1,160,1638205954201805
0,160,1638205954201803
3,160,1638205954201891
1,161,1638205954202173
2,161,1638205954202192
0,161,1638205954202158
3,161,1638205954202261
1,162,1638205954202562
2,162,1638205954202589
0,162,1638205954202525
3,162,1638205954202644
1,163,1638205954203414
2,163,1638205954203432
0,163,1638205954203307
3,163,1638205954203499
1,164,1638205954203776
2,164,1638205954203788
0,164,1638205954203770
3,164,1638205954203872
1,165,1638205954204126
2,165,1638205954204142
0,165,1638205954204134
3,165,1638205954204216
1,166,1638205954204522
2,166,1638205954204533
0,166,1638205954204481
3,166,1638205954204602
1,167,1638205954204901
2,167,1638205954204924
0,167,1638205954204844
3,167,1638205954204992
1,168,1638205954205267
2,168,1638205954205285
0,168,1638205954205265
3,168,1638205954205354
1,169,1638205954205617
2,169,1638205954205620
0,169,1638205954205635
3,169,1638205954205706
1,170,1638205954205988
2,170,1638205954206001
0,170,1638205954205967
3,170,1638205954206079
0,171,1638205954206359
1,171,1638205954206342
2,171,1638205954206351
3,171,1638205954206434
1,172,1638205954206802
2,172,1638205954206776
0,172,1638205954206688
3,172,1638205954206891
1,173,1638205954207161
2,173,1638205954207186
0,173,1638205954207159
3,173,1638205954207247
1,174,1638205954207535
2,174,1638205954207564
0,174,1638205954207519
3,174,1638205954207630
3,175,1638205954207993
1,175,1638205954207907
2,175,1638205954207933
0,175,1638205954207890
1,176,1638205954208313
2,176,1638205954208329
0,176,1638205954208252
3,176,1638205954208398
1,177,1638205954208691
0,177,1638205954208682
2,177,1638205954208704
3,177,1638205954208775
1,178,1638205954209058
2,178,1638205954209070
0,178,1638205954209043
3,178,1638205954209146
1,179,1638205954209435
2,179,1638205954209457
0,179,1638205954209410
3,179,1638205954209525
1,180,1638205954209811
0,180,1638205954209795
2,180,1638205954209841
3,180,1638205954209899
1,181,1638205954210153
2,181,1638205954210181
0,181,1638205954210140
3,181,1638205954210238
1,182,1638205954210504
2,182,1638205954210511
0,182,1638205954210491
3,182,1638205954210592
1,183,1638205954210866
2,183,1638205954210869
0,183,1638205954210845
3,183,1638205954210949
1,184,1638205954211235
2,184,1638205954211248
0,184,1638205954211224
3,184,1638205954211335
1,185,1638205954211581
2,185,1638205954211596
0,185,1638205954211586
3,185,1638205954211667
1,186,1638205954211935
0,186,1638205954211920
2,186,1638205954211985
3,186,1638205954212022
1,187,1638205954212288
2,187,1638205954212313
3,187,1638205954212384
0,187,1638205954212257
1,188,1638205954212694
2,188,1638205954212730
0,188,1638205954212639
3,188,1638205954212781
1,189,1638205954213055
2,189,1638205954213082
0,189,1638205954213043
3,189,1638205954213148
1,190,1638205954213450
2,190,1638205954213477
0,190,1638205954213434
3,190,1638205954213545
1,191,1638205954213817
2,191,1638205954213856
0,191,1638205954213814
3,191,1638205954213907
1,192,1638205954214179
2,192,1638205954214196
0,192,1638205954214156
3,192,1638205954214267
1,193,1638205954214566
2,193,1638205954214599
0,193,1638205954214563
3,193,1638205954214655
1,194,1638205954214938
2,194,1638205954214967
3,194,1638205954215026
0,194,1638205954214889
1,195,1638205954215354
0,195,1638205954215268
3,195,1638205954215440
2,195,1638205954215419
1,196,1638205954215712
0,196,1638205954215710
2,196,1638205954215741
3,196,1638205954215801
1,197,1638205954216074
2,197,1638205954216095
0,197,1638205954216062
3,197,1638205954216166
1,198,1638205954216427
2,198,1638205954216461
0,198,1638205954216406
3,198,1638205954216510
1,199,1638205954216766
2,199,1638205954216805
0,199,1638205954216757
3,199,1638205954216859
1,200,1638205954217130
2,200,1638205954217160
0,200,1638205954217153
3,200,1638205954217215
1,201,1638205954217515
2,201,1638205954217549
0,201,1638205954217516
3,201,1638205954217616
1,202,1638205954217904
2,202,1638205954217932
0,202,1638205954217883
3,202,1638205954217990
1,203,1638205954218272
2,203,1638205954218297
0,203,1638205954218248
3,203,1638205954218358
1,204,1638205954218674
0,204,1638205954218630
3,204,1638205954218758
2,204,1638205954218713
1,205,1638205954219032
2,205,1638205954219043
0,205,1638205954219032
3,205,1638205954219131
1,206,1638205954219395
2,206,1638205954219443
0,206,1638205954219402
3,206,1638205954219492
1,207,1638205954219789
2,207,1638205954219806
0,207,1638205954219798
3,207,1638205954219878
1,208,1638205954220144
0,208,1638205954220160
3,208,1638205954220239
2,208,1638205954220169
1,209,1638205954220545
2,209,1638205954220547
0,209,1638205954220520
3,209,1638205954220600
1,210,1638205954220879
2,210,1638205954220919
0,210,1638205954220863
3,210,1638205954220959
1,211,1638205954221229
0,211,1638205954221241
3,211,1638205954221316
2,211,1638205954221258
1,212,1638205954221577
0,212,1638205954221571
2,212,1638205954221604
3,212,1638205954221670
1,213,1638205954221983
2,213,1638205954221994
0,213,1638205954221941
3,213,1638205954222070
1,214,1638205954222332
0,214,1638205954222339
2,214,1638205954222366
3,214,1638205954222417
2,215,1638205954222697
1,215,1638205954222681
0,215,1638205954222663
3,215,1638205954222766
1,216,1638205954223047
2,216,1638205954223058
0,216,1638205954223042
3,216,1638205954223134
1,217,1638205954223396
2,217,1638205954223406
0,217,1638205954223392
3,217,1638205954223487
1,218,1638205954223795
2,218,1638205954223840
0,218,1638205954223747
3,218,1638205954223883
2,219,1638205954224166
1,219,1638205954224143
0,219,1638205954224141
3,219,1638205954224234
0,220,1638205954224503
1,220,1638205954224493
2,220,1638205954224530
3,220,1638205954224580
1,221,1638205954224832
2,221,1638205954224859
0,221,1638205954224815
3,221,1638205954224920
1,222,1638205954225190
2,222,1638205954225220
0,222,1638205954225134
3,222,1638205954225282
1,223,1638205954225553
2,223,1638205954225572
0,223,1638205954225521
